  COD;Artista;Título;OBS:;Gravadora;Formato;Condição;Valor Venda;gênero;ano;texto;tracklist;Imagens
1;Beatles, the;Hey Jude!;;Apple;LP;VG+/VG;55;rock;1970;"Uma das coletâneas que fazem parte da discografia oficial da banda, lançado no ano de dissolução do quarteto de Liverpool. Destaque pra ""Ballad of John and Yoko"", até então um single.";"A1 Can't buy me love </br>
A2 I shoul have known better</br>
A3 Paperback writer</br>
A4 Rain </br>
A5 Lady madonna</br>
A6 Revolution</br>
B1 Hey Jude</br>
B2 Old brown shoe</br>
B3 Don't let me down</br>
B4 The ballad of John and Yoko";1.jpg
2;Blind Faith;Blind Faith;;Polydor;LP;VG/VG ;60;rock;1968;"nico disco da banda inglesa, que contava com Eric Clapton e Ginger Baker do Cream, e Steve Winwood e Rick Grech do Traffic. ótimo disco! Destaque para ""Can't find my way home"", também gravada por Gilberto Gil em seu disco de 1971, e  a psicodélica ""Do what you like"", de Baker, que depois integraria a banda de Fela Kuti.";"A1 Had to cry today
A2 Can't find my way home
A3 Well all right
A4 Presence of the Lord
B1 Sea of joy
B2 Do what you like";2.jpg
3;Carlos Santana e Buddy Miles;Live!;;CBS;LP;VG/VG+;50;rock;1972;"Junção de dois monstros da música, e o resultado não podia ser melhor! Check ""Evil Ways""e ""Them Changes""";"A1 Marbles
A2 Lava
A3 Evil ways
A4 Faith interlude
A5 Them changes
B1 Free form funkafide filth";3.jpg
4;Cream;Goodbye Cream;imp Espanha;RSO;LP;VG+/VG+;80;rock;1969;"Disco da ótima banda de Eric Clapton, Ginger Baker e Jack Bruce, em 1969, misturando faixas gravadas ao vivo com músicas feitas no estúdio. Destaque pra ""I'm so glad"" e ""Sitting on the top of the world"".";"A1 I'm so glad
A2 Politician
B1 Sitting on the top of the world
B2 Badge
B3 Doing that scrapyard
B4 What a bringdown";4.jpg
5;David Bowie;Lodger;original inglês;RCA;LP;VG/VG+;70;rock;1979;"Disco que encerra a famosa trilogia de Berlim, depois de ""Heroes"" e ""Low"", numa época que morava com Iggy Pop e Brian Eno, que assina metade das músicas com Bowie. Destaque para as faixas ""Yassassin"" e ""DJ"".";"A1 Fantastic voyage
A2 African night flight
A3 Move on
A4 Yassassin
A5 Red sails
B1 D.J.
B2 Look back in anger
B3 Boys keep swinging
B4 Repetition 
B5 Red money";5.jpg
6;Deep Purple;Burn;;Purple ;LP;VG+/VG+;50;rock;1974;"Deep Purple com David Coverdale nos vocais, ótimo disco! Ouça ""Burn""e ""Mistreated""!";"A1 Burn
A2 Might just take your life
A3 Lay down, stay down
A4 Sail away
B1 You fool no one
B2 what's going on here
B3 Mistreated
B4 ""A"" 200";6.jpg
7;Frank Zappa;Sleep Dirt;imp Alemanha;Diskreet;LP;VG+/VG+;60;rock;1979;"Do mesmo ano do pop ""Sheik Yerbouti"", mas bem mais experimental. Com ""Regyptian Strut"".";"A1 Filthy habits
A2 Flambay
A3 Spider of destiny
A4 Regyption Strut
B1 Time is Money
B2 Sleep dirt
B3 The ocean is the ultimate solution";7.jpg
8;Frank Zappa;Metal man has hornet's wings;original imp;Modern Jazz ;LP;VG+/VG+;120;rock;1976;"Um dos muitos bootlegs que FZ colocou na discografia oficial no fim da vida. Nesse, o auxilio luxuoso do multiinstrumentista Captain Beefheart! Destaque pra maravilhosa ""Inca Roads"".";"A1 Metal man has hornet's wings
A2 Inca roads
A3 Story of electricity *
A4 Unconditionally guaranteed
A5 Gone behind the sun
A6 Mondo Hollywood
A7 Lightning rod man
A8 My guitar wants to kill your mama
B1 Rock around the clock
B2 Sandwich song
B3 How could I be such a fool
B4 Boogie for berkeley
B5 Neon meat dream of an Octafish
B6 King kong
B7 Speed freak boogie";8.jpg
9;Jeff Beck;Truth;original americano;Epic;LP;VG+/VG+;70;rock;1968;"Primeiro disco solo de Jeff Beck, depois de sua participação nos Yardbyrds. Conta com Rod Stewart nos vocais, em algumas de suas melhores gravações. Ouça ""Shapes of things"" e ""Morning Dew"".";"A1 Shapes of things
A2 Let me love you
A3 Morning dew
A4 You shook me
A5 Ol' man river
B1 Greensleeves
B2 Rock my plimsoul
B3 Beck's bolero
B4 Blues de luxe
B5 I ain't superstitious";9.jpg
10;Jethro Tull;Thick as a brick;Original imp;Chrysalis;LP com capa especial;VG+/VG+;90;rock;1972;Original, com a capa jornal! Destaque para a faixa título, 20 minutos que contam uma história!;"A1 Thick as a brick
B1 Thick as a brick";10.jpg
11;King Crimson;in the court of the crimson king;;Island;LP;VG+/VG+;80;rock;1972;Primeiro disco da banda, originalmente lançado em 1968, que destacou o ótimo guitarista Robert Fripp, vindo da psicodélica banda Giles, Giles and Fripp. Guitarras distorcidas e muito peso!Destaque pra faixa título, que abre e fecha o LP.;"A1 21st century schizoid man
A2 I talk to the wind
A3 Epitaph
B1 Moonchild
B2 The court of the crimson king";11.jpg
12;Leonard Cohen;songs of Leonard Cohen;imp Holanda;CBS;LP;VG/VG+;80;rock;1968;"Disco lançado em 1967, o primeiro do cantor canadense, e logo sucesso tanto nos EUA como na Inglaterra. Destaque pra ""Suzanne"", a bela ""Hey, that's no way to say goodbye"" e ""Sisters of Mercy"", que influenciou a banda inglesa na escolha do nome.";"A1 Suzanne
A2 Master song
A3 Winter lady
A4 The stranger song
A5 The sisters of mercy
B1 So long, Marianne
B2 Hey, that's no way to say goodbye
B3 Stories of the street
B4 Teachers
B5 One of us cannot be wrong";12.jpg
13;Pink Floyd;Ummagumma;;Harvest;2 LP;VG+/VG+;80;rock;1969;"Disco duplo da banda inglesa, ja com David Gilmore, com um dos discos ao vivo e o outro em estúdio. Ouça ""Astronomy Domine"" do disco ao vivo.";"A1 Astronomy domine
A2 Careful with that axe, Eugene
B1 Set the controls for the heart of the sun
B2 A saucerful of secrets
C1 Sysyphus
C2 Grandchester meadows
C3 Several species of small furry animals gathered together in a cave and grooving with a pict
D1 The narrow way  D2 The grand vizier's garden party";13.jpg
14;Rolling Stones;Some Girls;imp Holanda, com fotos e encarte;EMI;LP com capa especial;VG+/VG+;75;rock;1978;"Disco de uma das bandas que define o rock'n'roll, com destaque pro hit ""Miss You"" e ""Beast of Burden"".";"A1 Miss you
A2 When the whip comes down
A3 Just my imagination(running away from me)
A4 Some girls
A5 Lies
B1 Faraway eyes
B2 Respectable
B3 Before they make me run
B4 Beast of burden
B5 Shattered";14.jpg
15;Traffic;Shoot out at the fantasy factory;original;Island;LP;VG/VG+;70;rock;1973;Ótimo LP do grupo de Steve Winwood, gravado na Jamaica. E  com aquela faca característica na ponta da capa.Ouça a faixa-título.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;"A1 Shoot out the fantasy factory
A2 Roll right stones
B1 Evening blue
B2 Tragic magic
B3 (Sometimes I feel so) Uninspired";15.jpg
16;Alypio Martins;O rei do Carimbó - vol.2;;Som;LP;VG/VG;250;regional;1974;"Contém o grande hit ""Piranha"". Alypio foi um dos grandes responsáveis pela difusão do carimbó no resto da país. Strong VG, capa e disco.";"A1 Piranha
A2 Fachiando
A3 Baionete
A4 Rebu no Galinheiro
A5 Senhor da floresta
A6 Velho zuza
B1 Essa mulher vai me acabar
B2 Tatu da velha Noca
B3 Praia do futuro
B4 Se eu não tivesse o seu carinho
B5 Me amarro na vida
B6 Não quero papo com ninguém";16.jpg
17;Anelis Assumpção;Amigos Imaginários;;a.;LP;MINT;80;Brasil;2014;"Psicodelia e balanço, latinidades e jamaiquices sem sair do Brasil: o último disco de Anelis tem personalidade e força! Check ""Eu gosto assim"". Nós também!";"A1 Cê tá com tempo?
A2 Eu gosto assim
A3 Mau juízo
A4 Inconcluso
A5 Song to Rosa
B1 Minutinho
B2 Devaneios
B3 Toc toc toc
B4 Declaração
B5 Por que?";17.jpg
18;Antonio Carlos e Jocafi;Mudei de idéia;;RCA;LP;VG/VG;100;brazuca;1971;"Disco de estreia da dupla baiana, inspiradíssimo! check ""Quem vem lá"", ""Se quiser valer"", ""Deus o salve"" e o hit ""Kabaluerê"". Strong VG, capa e disco.";"A1 Você abusou
A2 Se quiser valer
A3 Kabaluerê
A4 Conceição da praia
A5 Hipnose
A6 Mudei de idéia
B1 Desacato
B2 Quem vem lá
B3 Nord west
B4 Morte do amor
B5 Deus o salve
B6 Bonita";18.jpg
19;Ary Lobo;Ary Lobo;;Esquema;LP;VG-/VG;45;regional;;"Coletânea, último disco do mestre paraense. Com ""Súplica cearense"" e ""Vendedor de caranguejo"".";"A1 Vendedor de caranguejo/ último pau de arara/ Paulo afonso
A2 Uma prece para os homens sem Deus
A3 Quem é o campeão
A4 Vou beber pra esquecer
A5 Belém de Maria/ Pedido a Padre Cícero/ Forró em Caucaia
B1 Suplica cearense/ São Pedro esqueceu de assinar
B2 Eu vou pra lua/ Juvita
B3 Tudo é nada
B4 Aniversário de São Benedito
B5 A saudade dói";19.jpg
20;Azambuja & Cia.;Azambuja & Cia.;;Cid;LP;VG/VG;100;brazuca;1975;"Personagem de Chico Anysio, que sabia se cercar de grandes talentos. Nesse disco: o parceiro Arnaud Rodrigues, Azymuth, Vitor Assis Brasil e Durval Ferreira, entre outros. Contém o hit ""Tema do Azambuja"".";"A1 Negra brechó
A2 Ao Bililico
A3 Tema do Azambuja
A4 Monólogo n 1
B1 Maristela
B2 O poste da rua Jorge Lima
B3 Verde
B4 A turma
B5 Monólogo n 2";20.jpg
21;Bixiga 70;Bixiga 70;;Traquitana;LP;MINT;75;brazuca;2015;Disco novo do Bixiga 70! E o seu afrobeat parece cada vez mais brasileiro! E o projeto gráfico é assinado pelo grande MZK, que concorreu ao Grammy Latino de melhor capa pelo primeiro disco da banda. selo Patuá de qualidade!;"A1 Ventania
A2 Niran
A3 100% 13
A4 Di dancer
B1 Machado
B2 Martelo
B3 Lembe
B4 Mil vidas
B5 7 pancadas";21.jpg
22;Cartola;ao vivo;;RGE;LP ;EX/EX;100;Brasil;1991;"LP póstumo do sambista carioca, tem vários de seus clássicos, como ""As rosas não falam"", ""Alvorada"", ""O mundo é um moinho""... Em timo estado!";"A1 Alvorada
A2 O mundo é um moinho
A3 Sim
A4 Acontece
A5 Amor proibido
B1 As rosas não falam
B2 Verde que te quero rosa
B3 Peito vazio
B4 Alegria
B5 O inverno do meu tempo
B6 O sol nascerá";22.jpg
23;Chico Buarque;Construção;;Philips;LP;VG/VG;30;Brasil;1971;"Um dos grandes discos de um dos grandes artistas brasileiros. Ouça ""Construção"", ""Cotidiano"" e ""Deus lhe pague"", à exaustão!";"A1 Deus lhe pague
A2 Cotidiano
A3 Desalento
A4 Construção
B1 Cordão
B2 Olha Maria
B3 Samba de Orly
B4 Valsinha
B5 Minha história
B6 Acalanto";23.jpg
24;Clara Nunes;As forças da natureza;;EMI;LP;VG+/VG;40;Brasil;1977;"Ótimo LP de Clara, com a mistura afrobrasileira que lhe é peculiar nessa fase. Contém ""Coisa da antiga"" e o hit ""Partido Clementina de Jesus"", onde divide o microfone com Clementina, grande dama do samba brasileiro.";"A1 Forças da natureza
A2 P.C.J. (Partido Clementina de Jesus)
A3 Senhora das candeias
A4 Perdão
A5 Homenagem a velha guarda
A6 Rancho da primavera
B1 Coisa da antiga
B2 Coração leviano
B3 A flor da pele
B4 Palhaço
B5 Fado tropical";24.jpg
25;Clementina de Jesus;Clementina;;EMI;LP;VG+/VG+;60;Brasil;1985;"Discoteca básica! Clementina devia ser ensinada nas escolas! Com ""Na hora da sede"" e o hino afrobrazuca ""Embala eu""";"A1 Tantas você fez
A2 Embala eu
A3 Cororocó
A4 Olhos de azeviche
A5 Boca de sapo
A6 Laçador
B1 Assim não zambi
B2 Na hora da sede
B3 Sonho meu
B4 Torresmo a milanesa
B5 Caxinguele das crianças
B6 Papel reclame";25.jpg
26;Clube do Balanço;Menina da Janela;;YB;LP;MINT;80;brazuca;2015;"Disco novo da grande banda de samba rock paulistana, liderada por Marco Mattoli! check ""Time contra"", e ""Dolores Gabriela"".";"A1 La nave va
A2 Time contra
A3 Vício perfeito
A4 Nó
A5 Te dou bola
B1 Menina da janela
B2 De chinelo
B3 Baby não mora mais lá
B4 Dolores Gabriela
B5 Don Bocato";26.jpg
27;Dominguinhos;Domingo menino;;Philps;LP;VG/VG;150;regional;1976;"Um dos melhores discos do sanfoneiro pernambucano, fundindo os ritmos nordestinos com o balanço da MPB. Banda com Gilberto Gil, Wagner Tiso, Evinha, Jackson do Pandeiro...Check ""O Babulina"", homenagem a Jorge Ben.";"A1 Quero um xamego
A2 O Babulina
A3 Destino traquino
A4 De mala e cuia
A5 Minha ilusão
A6 Gracioso
B1 tenho sede
B2 Forró do sertão
B3 Veja
B4 Cheguei pra ficar
B5 O canto de acauã
B6 Baião violado";27.jpg
28;Donga;a música de Donga;;Discos Marcus Pereira;LP;VG/VG+;100;Brasil;1974;Único disco do mestre Donga, que faleceu em 25/8/74, antes dele vir a público. Discoteca básica!;"A1 Amigo do povo - regional
A2 Canção dos infelizes - Elizeth Cardoso
A3 Benedito no choro - regional
A4 Patrão prenda seu gado - Almirante
A5 Vertigem - regional
A6 Seu Mané - Leci Brandão e Marçal
B1 Cinco de julho - regional
B2 Ranchinho desfeito - Paulo Tabajós
B3 Ligia, teus olhos dizem tudo
B4 Pelo telefone - Almirante
B5 Quando uma estrela sorri - Gisa Nogueira
B6 Depoimento de Donga ao MIS do Rio de Janeiro";28.jpg
29;Doris Monteiro;Doris;;EMI;LP;VG+/VG+;80;brazuca;1976;"Ótimo disco da grande Dóris Monteiro, um dos grandes nomes do samba rock. Check ""Maita"", ""Dia de Feira"" e ""Lugar Comum"".";"A1 Maita
A2 Flauta de lata
A3 Partida
A4 Dia de feira
A5 Lugar comun
B1 Eu hein, Rosa!
B2 Choro de nada
B3 Pra não padecer
B4 Lamento no morro
B5 A banca do distinto
B6 Tema de Doris";29.jpg
30;Ednardo e o pessoal do Ceará;meu corpo, minha embalagem, todo gasto na viagem;;Continental;Gatefold;VG+/VG+;80;Brasil;1973;"Original do primeiro disco de Ednardo, com ""Cavalo Ferro"", ""Ingazeiras""e ""Palmas pra dar Ibope"". ";"A1 Ingazeiras
A2 Terral
A3 Cavalo ferro
A4 Curta metragem
A5 Falando da vida
A6 Dono dos teus olhos
B1 Palmas pra dar Ipobe
B2 beira mar
B3 Susto
B4 A mala";30.jpg
31;Edu Lobo;Camaleão;;Philips;LP;VG+/VG+;50;Brasil;1978;Grande disco de Edu Lobo, comparado por Edson Carvalho com a produção do maestro Arthur Verocai. Confira! ótimo estado!;"A1 Lero lero
A2 O trenzinho do caipira
A3 Coração noturno
A4 Canudos
A5 Camaleão
B1 Sanha na mandinga
B2 Branca dias
B3 Bate boca
B4 Descompassado
B5 Memórias de Marta Saré";31.jpg
32;Elo da Corrente;Cruz;;independente;LP;MINT;80;brazuca;2014;"Um dos melhores discos do ano passado! O RAP convidando a MPB pra dançar! Participações do mestre Arthur Verocai, Célia, Danilo Caymmi e Marcia Castro! Check ""Memórias"".";"A1 Sobre o infinito e outras coisas 
A2 Ave liberdade
A3 Memórias
A4 Naja
A5 Cruz
B1 Salutaris
B2 Alegria
B3 Batucada fantástica
B4 Tríade
B5 Koan";32.jpg
33;Elomar, Geraldo Azevedo, Vital Farias, Xangai;Cantoria;com encarte;Kuarup;LP;VG+/VG+;50;regional;1984;"Gravado ao vivo em 1984, a performance irretocável desses grandes violeiros brasileiros ainda toca quem ouve! Discoteca básica! Com ""ai que saudade de ocê"", ""Kukukaya""e ""Cantiga do boi incantado"".";"A1 Novena
A2 Sete cantigas pra voar
A3 Cantiga do boi incantado
A4 Kukukaya )jogo da asa da bruxa)
A5 Ai que saudade de ocê
A6 Ai déu sodade (o ABC do preguiçoso)
B1 Semente de Adão e Viramundo
B2 Cantiga do estradar
B3 Saga da amazonia
B4 Matança
B5 Cantiga de amigo";33.jpg
34;Elomar, Geraldo Azevedo, Vital Farias, Xangai;Cantoria 2;;Kuarup;LP;VG+/VG;50;regional;1984;"Segundo volume com músicas do show de 1984, discoteca básica! Ouça ""Cantiga de amigo"", ""Moça bonita""e a ""Suite correnteza"".";"A1 Abertura
A2 Era casa, era jardim/Veja Margarida
A3 Sabor colorido/ Moça bonita
A4 Na quadrada das águas perdidas
A5 Cantilena de lua cheia
B1 Arrumação
B2 Suite correnteza
B3 Estampas Eucalol
B4 Saga de Severinin
B5 Cantiga de amigo";34.jpg
35;Emílio Santiago;Emilio;;Philips;LP;VG+/VG;50;brazuca;1978;"Grande disco! Uma das grandes vozes da música brasileira empresta seu talento a ótimas músicas, como ""Amante Amado"" de Jorge Ben e ""Cabelo Pixaim"" de Jorge Aragão. Funky!";"A1 Afina o meu violão
A2 Cabelo Pixaim
A3 Pereketeia bingola
A4 Todo amor que devora
A5 Total abandono
A6 Ser alegre
A7 Por uma vez só
B1 Vida maré
B2 Menina danada
B3 Amante amado
B4 Não quero mais chorar
B5 Ventos de junho
B6 Compositor";35.jpg
36;Gal Costa;Gal;;Philips/ Polysom;LP;MINT;80;Brasil;1969;Psicodelia melodiosa de Gal, acompanhada de Lenny Gordin e Dirceu, sob direção de Jards Macalé. Reissue da Polysom. Discoteca básica!!;"A1 Cinema Olympia
A2 Tuareg
A3 Cultura e civilização
A4 País tropical
A5 Meu nome é Gal
B1 Com medo, com Pedro
B2 Empty boat
B3 Objeto sim, objeto não
B4 Pulsares e quasares";36.jpg
37;Gilberto Gil;Refazenda;;Philips;LP;VG+/VG+;90;Brasil;1975;"Fase ""Re"" do autor, que também compreende os discos ""Refavela"", ""Refestança"" (esse com Rita Lee"" e ""Realce"". Check ""Ela"", ""Ê povo ê"" e a bela faixa título. Discoteca básica!";"A1 Ela
A2 Tenho sede
A3 Refazenda
A4 Pai e mãe
A5 Jeca total
A6 Essa é pra tocar no rádio
B1 Ê, povo, ê
B2 Retiros espirituais
B3 O rouxinol
B4 Lamento sertanejo
B5 Meditação";37.jpg
38;Jards Macalé;Jards Macalé;;Philips/Polysom;LP;MINT;80;Brasil;1972;"Primeiro disco solo, um dos grandes LPs feitos no Brasil! Contém ""Mal secreto"", famoso na voz de Gal Costa. Reedição da Polysom";"A1 Farinha do desprezo
A2 Revendo amigos
A3 Mal secreto
A4 78 rotações
B1 Movimento dos barcos
B2 Meu amor me agarra&treme&geme&chora&mata
B3 Let's play that
B4 Farrapo humano/ a morte
B5 Hotel das estrelas";38.jpg
39;Jorge Ben;Big Ben;imp EUA;Philips;LP;VG/VG;150;brazuca;1964;Apesar do nome, é a versão americana do disco Samba Esquema Novo, de 1963. Tem um pequeno furo que vara a capa e o selo, de resto VG+.;"A1 Mas que nada
A2 Tim dom dom
A3 Balança pema
A4 Vem morena vem
A5 Chove chuva
A6 É só sambar
B1 Rosa, menina Rosa
B2 Quero esquecer você
B3 Uala ualala
B4 A tamba
B5 Menina bonita não chora
B6 Por causa de você";39.jpg
40;Jorge Ben e Mano Brown;Umbabarauma;;Nike;LP;MINT;500;brazuca;2010;Ótima versão do clássico de Jorge Ben de 1976, aqui com o auxílio luxuoso de Brown, que canta sobre o título paulista do Santos de 2004. Não foi comercializado, sendo uma peça promocional da Nike internacional. Raro!;"A1 Umbabarauma (integral)
A2 Umbabarauma (radio edit)
B1 Umbabarauma (instrumental)
B2 Umbabarauma (Beat pack)";40.jpg
41;Jorge Ben;Ben é Samba Bom;;Philips/ Polysom;LP;MINT;80;brazuca;1964;"Reissue da Polysom do disco de 1964, contém ""Descalço no Parque"", ""Onde anda meu amor"" e ""Dandara Hey"".";"A1 Descalço no parque
A2 Onde anda meu amor
A3 Bicho do mato
A4 Vou de samba com você
A5 Samba legal
A6 Ôba lá lá
B1 Gabriela
B2 Zópe Zope
B3 Saída do Porto
B4 Dandara, hei
B5 Samba menina
B6 Guerreiro do Rei";41.jpg
42;Kakau Góis;Ritmo Latino;;RGE;LP;VG/VG;40;regional;1992;Mistura de ritmos tropicais como a cumbia, o merengue e a guaracha. Check it out!;"A1 A paloma
A2 Marina Rosa
A3 Chamêgo quente
A4 Bailado Flamejante
A5 Cubana
B1 Dançando merengue
B2 La chica coquetá
B3 Ritmo latino
B4 Espelho da lua
B5 Beleza fina flor";42.jpg
43;Lennie Dale e o Sambalanço Trio;Lennie Dale e o Sambalanço Trio;;Elenco;LP;VG+/VG+;250;Brasil;1965;Grande disco! Mistura do coreógrafo Lennie Dale, que nos anos 70 foi um dos fundadores do Dzi Croquettes, com o grande Sambalanço Trio de Cesar Camargo Mariano, Cleyber e Airto Moreira. Todo bom!;"A1 The lady is a tramp
A2 Samba de mudar/ consolação
A3 Reza
A4 Night and day
A5 O morro não tem vez
B1 Menino das laranjas
B2 Quem é homem não chora/ Berimbau
B3 Na baixa do sapateiro
B4 O pato
B5 That old black magic";43.jpg
44;Los Sebozos Postizos;Los Sebozos Postizos interpretam Jorge Ben Jor;;Polyson;LP;MINT;80;brazuca;2012;"Alguns integrantes da Nação Zumbi em um projeto paralelo. Nesse disco eles se debruçam sobre a obra de Jorge Ben Jor! Ouça ""Vou andando"", ""Descalço no parque"" e ""O homem da gravata florida"".";"A1 Vou andando
A2 A jovem samba
A3 Quero esquecer você
A4 Cinco minutos
A5 Descalço no parque
A6 O telefone tocou novamente
B1 O homem da gravata florida
B2 Os alquimistas estão chegando os alquimistas
B3 Frases
B4 Toda colorida
B5 Rosa menina Rosa";44.jpg
45;Luis Vagner;Luis Vagner;;Copacabana;LP;VG-/VG;70;brazuca;1976;"Melhor fase do grande cantor e compositor gaúcho. Contém o clássico ""Guitarreiro"", ""Lá no Partenon"" e a pedrada ""Frescura de uma mulher"". Pesado!";"A1 Guitarreiro
A2 Lá no ""partenon""
A3 Sufoco
A4 Corcoveia
A5 Cobra criada
B1 Camponesa
B2 Frescura de uma mulher
B3 Estás loca de linda Rita
B4 Queres o que ô?
B5 Tesourão";45.jpg
46;Luiz Melodia;Luiz Melodia;;Warner;LP;VG/VG;45;Brasil;1980;"Disco de 1980, contém o clássico ""Negro gato"" e ""Mistério da Raça"".";"A1 Ilha de Cuba
A2 Segredo
A3 Surra de chicote
A4 Hoje e amanhá não saio de casa
A5 negro gato
B1 Passarinho viu
B2 Mistério da raça
B3 Dias de esperança
B4 Feras que virão";46.jpg
